 Quy trình sản xuất thức ăn từ vi sinh vật gồm mấy bước?, 5.
 Nhu cầu khoáng của vật nuôi bao gồm?, Điều hoà các quá trình trao đổi chất trong cơ thể.
 Năng lượng trong thức ăn được tính bằng đơn vị?, Bột sắn
question,answer
 Ý nào dưới đây không phải là vai trò chính của vệ sinh trong chăn nuôi?, Tiết kiệm thức ăn chăn nuôi.
 Đâu không phải biểu hiện đặc trưng của bệnh tụ huyết trùng trâu bò?, Thời gian ủ bệnh từ 10 đến 30 ngày
 Câu nào sau đây không đúng về kiểu chuồng kín – hở linh hoạt?," Khi thời tiết thuận lợi, chuồng được vận hành như chuồng kín. Khi thời tiết không thuận lợi (nắng nóng, rét,...), chuồng được vận hành như chuồng hở."
 Số lượng của phương pháp PCR như thế nào?," Có nhiều phương pháp PCR khác nhau với phạm vi ứng dụng, ưu và nhược điểm khác nhau"
 Dưới đây là các biện pháp phòng và trị bệnh chướng hơi dạ cỏ. Ý nào không đúng?," Bệnh này tuy nhẹ nhưng tuyệt đối không được sử dụng các bài thuốc đông y, dễ gây phản tác dụng"
 Đâu không phải biểu hiện đúng của bệnh giun đũa lợn?," Con vật không to ra về khung xương, nạc thịt mà trở nên béo mềm, lông ngắn lại,…"
 Bệnh cúm gia cầm là:, Một trong những bệnh truyền nhiễm nguy hiểm nhất ở gia cầm
 Câu nào sau đây là đúng?," Các công nghệ mới trong sản xuất vaccine giúp vaccine được tạo ra nhanh, an toàn và hiệu quả hơn so với phương pháp truyền thống."
 Đâu là yêu cầu về mặt bằng xây dựng trong xây dựng chuồng nuôi?," Tính toán phù hợp với quy mô chăn nuôi, đảm bảo đủ diện tích cho từng con vật nuôi (nơi ở, máng ăn, máng uống, sân chơi,...)"
 Đâu không phải một nhóm bệnh chính ở vật nuôi?, Bệnh giao tiếp
 Vệ sinh trong chăn nuôi là:, Cả A và B đều đúng
 Gà ở độ tuổi nào có nguy cơ nhiễm bệnh cầu trùng gà cao nhất?, Gà từ 6 đến 60 ngày tuổi
 Phát biểu nào dưới đây không đúng khi nói về vai trò của vệ sinh trong chăn nuôi?, Quản lí tốt đàn vật nuôi.
 Đâu không phải ưu điểm của phương pháp PCR?, Thao tác đơn giản
 Mầm bệnh của bệnh tụ huyết trùng trâu bò có đặc điểm gì?," Có sức đề kháng cao, tồn tại lâu trong môi trường đất ẩm ướt, nhiều chất hữu cơ và thiếu ánh sáng."
 Kháng sinh được sản xuất từ vi sinh vật không bao gồm:, Tế bào hạt nhân
 Thời kì ủ bệnh của bệnh cầu trùng gà kéo dài:, Từ 4 – 6 ngày
 Đâu là một nhóm bệnh chính ở vật nuôi?, Bệnh sinh sản
" Tuỳ thuộc vào tuổi gà, loài và số lượng cầu trùng, bệnh cầu trùng gà có 3 thể là:"," Cấp tính, mạn tính và ẩn tính"
 Bệnh dịch tả lợn cổ điển là:, Bệnh truyền nhiễm do virus gây ra ở mọi lứa tuổi của lợn với mức độ lây lan rất mạnh và tỉ lệ chết cao 80 – 90%.
question,answer
 Câu nào sau đây không đúng về kĩ thuật nuôi dưỡng lợn nái?," Giai đoạn chửa kì cuối từ 108 ngày đến lúc đẻ cần tăng dần lượng thức ăn từ 3 kg/con/ngày lên 5,5 kg/con/ngày để giúp con sinh ra được khỏe mạnh, chóng lớn."
 Đối với lợn thịt có khối lượng 10 – 35kg thì mật độ nuôi là bao nhiêu?, $0.4 – 0.5 m^2$/con
 Các bước bảo quản sữa tươi từ trang trại đến cơ sở chế biến sữa, Lọc sữa -> Làm lạnh -> Vận chuyển
 Đây là hệ thống cung cấp thức ăn tự động cho lợn:, Silo
, Quây úm có đường kính 2 m cho 500 gà con; 1 máng ăn khay tròn và 1 bình uống 8l cho 80 – 100 gà; 3 bóng đèn 175W trong quây cho 100 – 110 gà con.
Số 1 là gì?," Giống mới không được cách ly, cần nuôi cùng với giống cũ để hoà nhập ngay."
 Câu nào sau đây không đúng về bước chuẩn bị trong quy trình nuôi gà thịt công nghiệp?, Hệ thống camera và các thiết bị cảm biến trong chuồng nuôi
 Câu nào sau đây không đúng về việc chuẩn bị con giống theo tiêu chuẩn VietGAP?, Chip sinh học.
" Trong chuồng nuôi lợn áp dụng công nghệ cao, các thông tin về tiểu khí hậu chuồng nuôi (nhiệt độ, độ ẩm, bụi,...), thông tin về đàn lợn (giống, tình trạng sức khoẻ, năng suất, dịch bệnh,...) được giám sát nhờ:"," Cai sữa cho bê khi bê có thể thu nhận 4 kg thức ăn tinh tính theo vật chất khô/ngày, thường vào lúc bê 6 tháng tuổi. Tuy nhiên, nếu sử dụng sữa thay thế có thể giúp cai sữa sớm bê ở khoảng 1 – 2 tháng tuổi."
 Ảnh dưới đây đề cập đến công nghệ cao nào, Gia cầm: 56.68 triệu tấn
," Sử dụng chế phẩm sinh học xử lý chất thải chăn nuôi làm phân hữu cơ vi sinh là một phương pháp cổ xưa, mặc dù hiện nay ít dùng nhưng vẫn rất hiệu quả."
" Câu nào sau đây không đúng về việc nuôi dưỡng, chăm sóc bê theo mẹ?", cả khu → từng dãy chuồng → từng chuồng → từng ô
 Câu nào sau đây không đúng về khối lượng chất thải của vật nuôi thải vào môi trường ở Việt Nam năm 2017 (loại hình chăn nuôi: hộ gia đình)?, Nhồi thịt vào vỏ collagen hoặc cellulose
 Thời gian bảo quản của thịt đông lạnh là bao nhiêu?," Trong chuồng bố trí giàn đậu bằng tre hoặc gỗ cách nền 2,5 m. Bãi thả phải có diện tích đủ rộng, có bóng râm, có lưới hoặc hàng rào bao quanh."
 Câu nào sau đây không đúng về việc ủ phân hữu cơ bằng chế phẩm sinh học?," Đầu kia của dãy chuồng được bố trí hệ thống quạt gió công nghiệp để thổi khí nóng, O2 trong chuồng ra ngoài."
" Phương thức quản lý ""cùng vào - cùng ra"" theo thứ tự ưu tiên nào sau đây?"," Chủ yếu là CH_4 (chiếm 60 – 70%) và các khí CO_2, N_2, H_2, CO,…"
" Xúc xích được chế biến từ thịt bò, thịt lợn hoặc thịt gà kết hợp với gia vị và hương liệu bằng phương pháp:", 18%
" Câu nào sau đây không đúng về bước chuẩn bị chuồng trại, bãi thả trong quy trình nuôi gà thịt lông màu bán chăn thả?", Lưu trữ hồ sơ – Kiểm tra nội bộ
 Câu nào sau đây không đúng về chuồng nuôi lợn áp dụng công nghệ cao?, Cả A và B.
question,answer
" Để phát triển chăn nuôi toàn diện, cần phải đa dạng hóa về:"," Các loại vật nuôi, quy mô chăn nuôi"
 Phát biểu nào sau đây không đúng với ngành chăn nuôi?, Vai trò của chăn nuôi trong nền kinh tế hiện đại càng bị nhỏ lại.
 Một trong những vai trò quan trọng của ngành chăn nuôi đối với đời sống con người là, Cung cấp nguồn thực phẩm có dinh dưỡng cao.
 Phát triển chăn nuôi góp phần tạo ra nền nông nghiệp bền vững vì, Chăn nuôi phát triển sẽ thúc đẩy nhanh trồng trọt phát triển và ngược lại.
 Sự phát triển và phân bố ngành chăn nuôi phụ thuộc chặt chẽ vào nhân tố nào sau đây?, Cơ sở nguồn thức ăn.
 Nhận định sau đây đúng với vai trò của ngành chăn nuôi đối với con người:, Đảm bảo nâng cao dinh dưỡng trong bữa ăn hằng ngày.
 Điểm khác nhau cơ bản trong ngành chăn nuôi giữa các nước phát triển và các nước đang phát triển là, Các nước phát triển tỉ trọng ngành chăn nuôi trong giá trị sản lượng nông nghiệp cao.
 Điểm khác nhau cơ bản dễ nhận thấy nhất về chăn nuôi giữa các nước phát triển và các nước đang phát triển là, Tỉ trọng trong cơ cấu giá trị sản lượng nông nghiệp.
 Các nước đang phát triển ngành chăn nuôi chưa trở thành ngành chính là do:, Cơ sở thức ăn không ổn định
 Đâu không phải triển vọng của ngành chăn nuôi ở Việt Nam?, Phát triển chăn nuôi nông hộ
 Nuôi gà có thể cung cấp những sản phẩm nào sau đây?," 2, 3, 5, 6."
1. Sữa, Chăn nuôi bằng phương thức chăn thả hoàn toàn.
2. Trứng, Nghiên cứu về giống vật nuôi
3. Thịt, Nông nghiệp.
4. Sức kéo, Sản phẩm chăn nuôi là nguồn cung cấp lương thực chính cho con người.
5. Phân hữu cơ, Cả 3 đáp án trên.
6. Lông vũ., Cả A và B.
 Ý nào dưới đây không phải là triển vọng ngành chăn nuôi của nước ta?, Sữa đậu nành
 Đặc điểm cơ bản của nghề nhà chăn nuôi là?," Theo dõi được tình trạng sức khỏe, chu kì sinh sản, … của vật nuôi."
 Chăn nuôi là một phần thuộc lĩnh vực nào dưới đây?, Cung cấp nguồn thực phẩm có dinh dưỡng cao.
question,answer
 Những loại vật nuôi nào phù hợp với phương thức nuôi công nghiệp?," Gà, vịt, lợn"
" Trâu và bò đều có đặc điểm phân bố gắn với các đồng cỏ tươi tốt, nhưng trâu lại khác với bò là", Phân bố ở những nước có khí hậu nhiệt đới ẩm.
 Loại vật nuôi có mặt ở khắp nơi trên thế giới là, Gà. 
 Ý nào dưới đây là phù hợp nhất để mô tả phương thức nuôi bán công nghiệp (bán chăn thả)?, Là dạng kết hợp của nuôi chăn thả tự do và nuôi công nghiệp.
 Đây là phương thức chăn nuôi nào?, Bán chăn thả
, Đồng cỏ tự nhiên.
 Phương thức chăn thả gia súc thường dựa trên cơ sở nguồn thức ăn nào sau đây?," Hoa màu, lương thực."
 Phương thức chăn nuôi nửa chuồng trại và chuồng trại thường dựa trên cơ sở nguồn thức ăn nào sau đây?," Chăn thả, chăn nuôi công nghiệp, chăn nuôi bán công nghiệp"
 Các phương thức chăn nuôi chủ yếu ở nước ta là:, Ngành trồng trọt cung cấp.
" Ngoài các đồng cỏ tự nhiên, phần lớn thức ăn của ngành chăn nuôi hiện nay là do", Thành tựu khoa học kĩ thuật.
 Cơ sở thức ăn cho chăn nuôi đã có những tiến bộ vượt bậc là nhờ vào, Chế biến tổng hợp.
 Phương thức chăn nuôi công nghiệp thường dựa trên cơ sở nguồn thức ăn nào sau đây?, 3
 Có mấy phương thức chăn nuôi phổ biến? , Diện tích mặt nước nuôi trồng tăng lên
 Biểu hiện nào sau đây không đúng với những tiến bộ của cơ sở thức ăn cho chăn nuôi hiện nay?," Từ lấy thịt, sữa, trứng đến lấy sức kéo, phân bón."
 Phát biểu nào sau đây không đúng với sự thay đổi của ngành chăn nuôi trong nền công nghiệp hiện đại?, Vật nuôi sử dụng thức ăn công nghiệp kết hợp thức ăn tự tìm kiếm
 Phương thức chăn nuôi bán chăn thả có đặc điểm gì?, Dê.
 Loại nào sau đây thuộc gia súc nhỏ?, Con vật được nuôi trong chuồng kết hợp với chăn thả.
 Ý nào dưới đây là không phù hợp để mô tả phương thức nuôi chăn thả tự do?, Tự nhiên. 
 Phần lớn thức ăn của ngành chăn nuôi đều lấy từ nguồn nào sau đây?, Trồng trọt. 
 Những nước nào sau đây sản xuất nhiều thịt và sữa bò nhất trên thế giới là," Hoa Kì, Bra-xin, Trung Quốc, Ac-hen-ti-na."
 Đây là phương thức chăn nuôi nào?, Nuôi nhốt
question,answer
 Ý nào đúng nhất khi nói về giống vật nuôi là gì?," Giống vật nuôi là quần thể vật nuôi cùng loài, cùng nguồn gốc, có ngoại hình và cấu trúc di truyền tương tự nhau, được hình thành, củng cố, phát triển do tác động của con người"
 Có mấy cách để phân loại giống vật nuôi, 3
 Đâu không phải cách để phân loại giống vật nuôi, Dựa vào giới tính
 Điều kiện để công nhận giống vật nuôi là ," Cả A, B, C"
 Giống vật nuôi có vai trò như thế nào trong chăn nuôi?, Cả A và B đều đúng.
 Có mấy điều kiện để được công nhận là một giống vật nuôi?, 5
 Tầm quan trọng của giống đối với năng suất và chất lượng sản phẩm chăn nuôi là:," Giống là yếu tố quan trọng nhất quyết định đến chất lượng các sản phẩm chăn nuôi (thịt, trứng, sữa,...)"
 Năng suất sữa của giống Bò Hà Lan là:, 5500 – 6000 kg/chu kì ngày tiết sữa/con
 Đặc điểm của trâu Việt Nam là:," Lông, da màu đen xám, tai mọc ngang."
 Đâu là đặc điểm của giống gà Ri," Giống gà có hình dáng nhỏ bé, lông vàng nhạt hoặc nâu, thỉnh thoảng có đốm đen ở khu vực cổ hoặc lưng."
 Đâu là đặc điểm của giống gà Ác," Bộ lông trắng không mượt nhưng toàn bộ da, mắt, thịt, chân và xương đều đen, chân có 5 ngón."
 Năng suất trứng của giống gà Ri là , 90 - 120 quả/mái/năm
 Năng suất trứng của giống gà Mía là , 60 - 70 quả/mái/năm
 Năng suất trứng của giống gà Leghorn là , 160 - 220 quả/mái/năm
 Đặc điểm của Lợn Móng cái là:," Lông đen pha lẫn trắng hoặc hồng, lưng dài, rộng và hơi võng xuống."
 Đặc điểm của bò sữa Hà Lan là:," Lông loang trắng đen, cho sản lượng sữa cao"
 Đặc điểm của Lợn Yorkshire là:," Thân dài, da màu trắng, tai dựng lên, có tỉ lệ lạc cao"
 Đặc điểm của bò vàng Việt Nam là:," Lông màu vàng và mịn, da mỏng"
 Đặc điểm của bò lai Sind là:," Lông vàng hoặc nâu, vai u"
question,answer
 Chọn giống vật nuôi là gì?," A, B, C đều đúng"
 Có mấy chỉ tiêu cơ bản để chọn giống vật nuôi là, 4.
 Có mấy điều kiện để được công nhận là một giống vật nuôi?, 4        
 Các chỉ tiêu cơ bản để đánh giá chọn lọc vật nuôi là:," Ngoại hình thể chất, Khả năng sinh trưởng và phát dục, Sức sản xuất"
 Sức sản xuất của vật nuôi có thể là:, Khả năng sinh sản.
 Giống vật nuôi có vai trò như thế nào trong chăn nuôi?, Cả A và B đều đúng.
 Chọn phát biểu không đúng về thể chất của vật nuôi:, Thể chất được đánh giá dựa vào tốc độ tăng khối lượng cơ thể
 Có mấy phương pháp phổ biến chọn giống vật nuôi , 2     
 Thế nào là chọn lọc hàng loạt?," Chọn lọc hàng loạt là dựa vào ngoại hình, các chỉ tiêu về khả năng sản xuất của đàn vật nuôi để chọn ra những các thể tốt nhất phù hợp với mục tiêu chọn lọc để làm giống"
 Phương pháp chọn lọc hàng loạt có mấy bước?, 3
 Phương pháp chọn lọc cá thể có mấy bước?, 3
 Đâu là ưu điểm của chọn lọc cá thể ," Cả A, B đúng"
 Đặc điểm của chọn lọc hàng loạt là:, Nhanh gọn.
 Đâu không phải nhược điểm của chọn lọc hàng loạt , Tốn thời gian
 Mục tiêu của chọn lọc bản thân là:," Đánh giá ngoại hình, thể chất con vật."
 Tỉ lệ mỡ trong sữa của giống bò Sin là:," 4 – 4,5%"
 Để được công nhận là một giống gia cầm thì số lượng cần phải có khoảng bao nhiêu con?, 10.000 con.
 Giống lợn Đại Bạch là giống được phân loại theo hình thức:, Theo hướng sản xuất.
 Giống bò vàng Nghệ An là giống được phân loại theo hình thức:, Theo địa lý.
 Giống Lợn Lan đơ rát thuộc giống lợn theo hướng sản xuất nào?, Giống lợn hướng nạc.
question,answer
 Thụ tinh nhân tạo là gì?, là công nghệ hỗ trợ sinh sản bằng cách lấy tinh dịch từ con đực để pha loãng và bơm vào đường sinh dục của con cái.
  Lai giống là gì?, là phương pháp dùng những cá thể đực và cá thể cái khác giống cho giao phối với nhau để tạo ra con lai mang đặc điểm di truyền mới tốt hơn của bố mẹ.
 Lai kinh tế là gì ?, là phương pháp lai giữa các cá thể khác giống để tạo ra con lai có khả năng sản xuất cao hơn.
 Có mấy phương pháp nhân giống vật nuôi?, 2
 Lai cải tạo là gì ?, là phương pháp lai khi mà vật nuôi chỉ có được một số đặc điểm tốt nhưng vẫn còn một vài đặc điểm chưa tốt cần cải tạo để giống vật nuôi trở nên hoàn thiện hơn
 Lai cải tiến là gì ?, là phương pháp lai được sử dụng khi mà vật nuôi đã đáp ứng đủ nhu cầu nhưng vẫn còn một vài đặc điểm chưa tốt cần cải tiến
" “Vịt Mulard là con lai được lai giữa ngan nhà và vịt nhà, tuy không có khả năng sinh sản nhưng có ưu thế lai siêu trội so với bố, mẹ như lớn nhanh, thịt thơm ngon hơn thịt vịt, tỉ lệ mỡ thấp” giống vật nuôi được nói trên là kết quả của phương pháp lai nào?", Lai xa
  Các công nghệ sinh học được ứng dụng trong nhân giống vật nuôi bao gồm?," Thụ tinh nhân tạo, thụ tinh trong ống nghiệm, cấy truyền phôi, nhân bản vô tính."
 Những đặc điểm nào sau đây là đặc điểm của của phương pháp lai cải tạo?, tất cả các đặc điểm trên
 Nhân giống thuần chủng là gì?, là phương pháp dùng những cá thể đực và cá thể cái của cùng một giống cho giao phối với nhau để tạo ra thế hệ con chỉ mang những đặc điểm của một giống ban đầu duy nhất
 Ý nào sau đây không phải mục đích của nhân giống thuần chủng?," nhận được ưu thế lai làm tăng sức sống, khả năng sản xuất ở đời con, nhằm tăng hiệu quả chăn nuôi."
 Có bao nhiêu công nghệ sinh học được áp dụng trong nhân giống vật nuôi., 4
 Nhân giống vật nuôi gồm 2 phương pháp:, nhân giống thuần chủng và lai giống
 Giao phối thuần chủng cần tránh điều gì ?, giao phối cận huyết
" “Lai giữa lợn đực ngoại Yorkshire với lợn cái Móng Cái để tạo ra con lai F1 có khả năng sinh trưởng nhanh, tỉ lệ nạc cao và thích nghi với điều kiện chăn nuôi của Việt Nam.” là ví dụ về phương pháp lai nào?", Lai kinh tế đơn giản
" Trong các ý sau, hãy chỉ ra mục đích của lai giống?"," nhận được ưu thế lai làm tăng sức sống, khả năng sản xuất ở đời con, nhằm tăng hiệu quả chăn nuôi."
 Phép lai trong hình dưới là:, phép lai kinh tế đơn giản
, là lai giữa các cá thể của hai loài khác nhau với mục đích tạo ra ưu thế lai với những đặc điểm tốt hơn bố mẹ.
  Lai xa là gì ?, A và B đều đúng
 Những đặc điểm nào sau đây là ưu điểm của thụ tinh nhân tạo?, Lai kinh tế phức tạp
question,answer
  Các công nghệ sinh học được ứng dụng trong nhân giống vật nuôi bao gồm?," Thụ tinh nhân tạo, thụ tinh trong ống nghiệm, cấy truyền phôi, nhân bản vô tính."
  Lai giống là gì?, là phương pháp dùng những cá thể đực và cá thể cái khác giống cho giao phối với nhau để tạo ra con lai mang đặc điểm di truyền mới tốt hơn của bố mẹ.
 Có bao nhiêu công nghệ sinh học được áp dụng trong nhân giống vật nuôi., 4
 Nhân giống vật nuôi gồm 2 phương pháp:, nhân giống thuần chủng và lai giống
 Lai cải tạo là gì ?, là phương pháp lai khi mà vật nuôi chỉ có được một số đặc điểm tốt nhưng vẫn còn một vài đặc điểm chưa tốt cần cải tạo để giống vật nuôi trở nên hoàn thiện hơn
 Thụ tinh nhân tạo là gì?, là công nghệ hỗ trợ sinh sản bằng cách lấy tinh dịch từ con đực để pha loãng và bơm vào đường sinh dục của con cái.
" Trong các ý sau, hãy chỉ ra mục đích của lai giống?"," nhận được ưu thế lai làm tăng sức sống, khả năng sản xuất ở đời con, nhằm tăng hiệu quả chăn nuôi."
 Nhân giống thuần chủng là gì?, là phương pháp dùng những cá thể đực và cá thể cái của cùng một giống cho giao phối với nhau để tạo ra thế hệ con chỉ mang những đặc điểm của một giống ban đầu duy nhất
 Ý nào sau đây không phải mục đích của nhân giống thuần chủng?," nhận được ưu thế lai làm tăng sức sống, khả năng sản xuất ở đời con, nhằm tăng hiệu quả chăn nuôi."
 Lai kinh tế là gì ?, là phương pháp lai giữa các cá thể khác giống để tạo ra con lai có khả năng sản xuất cao hơn.
 Những đặc điểm nào sau đây là đặc điểm của của phương pháp lai cải tạo?, tất cả các đặc điểm trên
" “Lai giữa gà trống Hồ với gà mái Lương Phượng để tạo ra con lai F1, sau đó con mái F1 được cho lai với con trống Mía để tạo ra con lai F2 (Mía x Hổ x Phượng) là giống gà thịt lông màu thả vườn”. đây là ví dụ về phương pháp lai nào?", Lai kinh tế phức tạp
 Lai cải tiến là gì ?, là phương pháp lai được sử dụng khi mà vật nuôi đã đáp ứng đủ nhu cầu nhưng vẫn còn một vài đặc điểm chưa tốt cần cải tiến
 Lai xa là gì ?, là lai giữa các cá thể của hai loài khác nhau với mục đích tạo ra ưu thế lai với những đặc điểm tốt hơn bố mẹ.
 Những đặc điểm nào sau đây là ưu điểm của thụ tinh nhân tạo?, A và B đều đúng
 Giao phối thuần chủng cần tránh điều gì ?, Giao phối cận huyết
" “Lai giữa lợn đực ngoại Yorkshire với lợn cái Móng Cái để tạo ra con lai F1 có khả năng sinh trưởng nhanh, tỉ lệ nạc cao và thích nghi với điều kiện chăn nuôi của Việt Nam.” là ví dụ về phương pháp lai nào?", Lai kinh tế đơn giản
" “Vịt Mulard là con lai được lai giữa ngan nhà và vịt nhà, tuy không có khả năng sinh sản nhưng có ưu thế lai siêu trội so với bố, mẹ như lớn nhanh, thịt thơm ngon hơn thịt vịt, tỉ lệ mỡ thấp” giống vật nuôi được nói trên là kết quả của phương pháp lai nào?", Lai xa
 Các bước thụ tinh trong ống nghiệm ở bò, Hút tế bào trứng từ buồng trứng -> Nuôi để trứng phát triển và chín ->  Thụ tinh nhân tạo -> Nuôi hợp tử phát triển đến giai đoạn phôi dâu và phôi nang
 Các bước xác định giới tính phôi ở vật nuôi , Lấy mẫu từ phôi -> Tách chiết DNA của mẫu phôi -> Khuếch đại DNA của mẫu phôi bằng PCR với mồi đặc hiệu -> Điện di sản phẩm PCR -> Đối chiếu sản phẩm điện di để xác định giới tính.
question,answer
 Chọn phát biểu đúng., 3 phát biểu trên đều đúng
 Nhu cầu Vitamin của vật nuôi phụ thuộc vào những yếu tố nào?," độ tuổi, tình trạng sinh lí, giai đoạn sản xuất và năng suất của vật nuôi"
 Nhu cầu khoáng của vật nuôi bao gồm?, Cả A và B đều đúng
 Vai trò của khoáng trong cơ thể là?," tham gia cấu tạo tế bào, tham gia vào nhiều quá trình chuyển hóa trong cơ thể"
  Tiêu chuẩn ăn của vật nuôi được biểu thị bằng :, Chỉ số dinh dưỡng
 Khẩu phần ăn là gì?, là một hỗn hợp thức ăn cung cấp cho vật nuôi nhằm thỏa mãn tiêu chuẩn ăn.
 Đơn vị của khẩu phần ăn là gì?, A và B đều đúng
 Có mấy bước để xây dựng khẩu phần ăn cho vật nuôi?, 8
 Tiêu chuẩn ăn là gì?, là nhu cầu các chất dinh dưỡng của vật nuôi trong một ngày đêm
 Nhu cầu năng lượng của vật nuôi tùy thuộc vào những yếu tố nào?," loài, giống, giai đoạn sinh trưởng và sức sản xuất"
 Năng lượng trong thức ăn được tính bằng đơn vị?, Calo.
 Tác dụng của Vitamin là:, Điều hoà các quá trình trao đổi chất trong cơ thể.
 Protein có tác dụng:," Tấm 1.5kg, bột sắn 0.3 kg"
 Ví dụ nào thể hiện khẩu phần ăn của vật nuôi:," giống, giai đoạn sinh trưởng và sức sản xuất"
 Nhu cầu protein phụ thuộc vào những yếu tố nào?," độ tuổi, tình trạng sinh lí, giai đoạn sản xuất và năng suất của vật nuôi"
 Nhu cầu Vitamin của vật nuôi phụ thuộc vào những yếu tố nào?, Tất cả các đáp án trên đều đúng
 Nội dung nào dưới đây là nội dung của tiêu chuẩn ăn của vật nuôi, được biểu thị bằng Kcal của năng lượng tiêu hóa (DE) hoặc năng lượng trao đổi (ME) hoặc năng lượng thuần (NE) tính trong một ngày đêm
 Nhu cầu năng lượng của vật nuôi là gì, 4
 Có mấy nôi dung của tiêu chuẩn ăn?," bột cá, bột thịt, đậu tương, khô dầu đậu tương, khô dầu lạc…"
 Đâu là nhóm thức ăn giàu protein cho vật nuôi?, Tất cả các đáp án trên đều đúng
question,answer
 Quy trình sản xuất thức ăn từ vi sinh vật gồm mấy bước?, 4
" Trong các loại thức ăn sau, thức ăn nào không phải là thức ăn thô?", Rau xanh.
 Vai trò của thức ăn hỗn hợp:, Tất cả đều đúng
 Bước đầu tiên trong quy trình sản xuất thức ăn hỗn hợp là gì ?, Lựa chọn nguyên liệu chất lượng tốt
 Đặc điểm của thức ăn hỗn hợp là:, Cả 3 ý trên
 Hạt đậu nành (đậu tương) sau khi làm chín sẽ giúp vật nuôi:, Tiêu hóa tốt hơn.
 Ứng dụng công nghệ vi sinh là gì ?, Đáp án B và C
 Nguyên liệu để sản xuất thức ăn từ vi sinh vật là gì?," Cả A, B, C đều đúng"
 Quy trình sản xuất thức ăn hỗn hợp gồm mấy bước?, 5.
 Thức ăn nhiều tinh bột đem ủ với men rượu sẽ giúp cho vật nuôi:, Ăn ngon miệng hơn.
 Đặc điểm nào không phải của thức ăn tinh:, Chứa hầu hết các chất dinh dưỡng cần thiết cho động vật ăn cỏ
 Loại thức ăn tinh nào được sử dụng chế biến thức ăn chăn nuôi ?, Bột sắn
 Ứng dụng công nghệ vi sinh để sản xuất thức ăn chăn nuôi có tác dụng gì ?," Cả A, B, C đều đúng"
" Thời gian nhân đôi tế bào của lợn, gà như thế nào?", 24 đến 36 ngày
 Loại thức ăn đã đảm bảo đáp ứng đầy đủ và hợp lý nhu cầu dinh dưỡng của từng loại vật nuôi là thức ăn gì?, Thức ăn hỗn hợp hoàn chỉnh.
" Loại thức ăn nào mà chất lượng của nó phụ thuộc vào giống cây, điều kiện đất đai, khí hậu, chế độ chăm sóc và thời kì thu cắt?", Thức ăn xanh.
" Thức ăn xanh của vụ hè xuân, vật nuôi không ăn hết, người ta dùng để:", Cả A và C đều đúng.
" Với các thức ăn hạt, người ta thường hay sử dụng phương pháp chế biến nào?", Nghiền nhỏ.
 Một số loại thức ăn giàu protein là ...," hạt đậu, đỗ, khô dầu, bột cá…"
 Nguyên liệu để sản xuất thức ăn từ vi sinh vật là gì?," Cả A, B, C đều đúng"
question,answer
 Đâu không phải ý nghĩa của việc bảo quản thức ăn chăn nuôi?, Tăng sức cạnh tranh với các đối thủ cùng ngành.
" Thức ăn chăn nuôi công nghiệp gồm hai loại, đó là:"," Thức ăn hỗn hợp hoàn chỉnh, thức ăn đậm đặc"
 Đâu là công nghệ cao được ứng dụng trong bảo quản thức ăn chăn nuôi, Cả A và B đều đúng
 Ý nào dưới đây không thích hợp với nơi bảo quản thức ăn chăn nuôi?, Cả A và B đều đúng
 Đâu là phương pháp bảo quản thức ăn chăn nuôi," Có màu vàng rơm hoặc vàng nâu, mềm, không nhũn nát, mùi chua nhẹ, không mốc, không có mùi lạ"
 Thức ăn ủ chua sau 3 – 4 tuần phải đạt được yêu cầu gì thì mới được coi là đạt yêu cầu?," Phơi khô rơm lúa một cách tự nhiên và đóng bánh hoặc cuộn thành khối, sau đó bảo quản trong kho hoặc nơi cao ráo có mái che và khô thoáng."
 Để bảo quản rơm lúa sau khi thu cắt bằng phương pháp phơi khô thì ta làm thế nào?, Bảo quản bằng phương pháp đóng băng
 Đâu là một phương pháp bảo quản thức ăn thô?," Acid amin lên men đường trong thức ăn để sản sinh lactic acid và các acid hữu cơ khác làm giảm pH của thức ăn, giúp thức ăn chuyển sang trạng thái “chín sinh học” và bảo quản được trong thời gian dài."
 Câu nào sau đây đúng về phương pháp ủ chua thức ăn?, Tất cả các đáp án trên.
" Bảo quản bằng phương pháp ủ chua: Thức ăn thô, xanh được ủ chua trong túi, trong silo hoặc hào ủ. Lactic acid sinh ra trong quá trình ủ chua sẽ:", 10 kg cây ngô tươi (rau tươi) + 0.05 kg muối + 0.2 kg đường hoặc rỉ mật.
" Đâu là công thức ủ chua thức ăn thô, xanh hợp lí?"," Nghiền nhỏ, rây loại bỏ trấu"
" Ở bước xử lí nguyên liệu khi thực hành phương pháp ủ men tinh bột, bánh men rượu gạo cần được:"," Cả A, B, C đúng"
 Câu nào sau đây đúng về bảo quản thức ăn chăn nuôi?," Không bụi, không mùi và không chất thải."
 Hiện nay các nhà máy sản xuất thức ăn chăn nuôi công nghiệp hiện đại đang hướng đến tiêu chỉ 3 “không”:, Lấy mẫu kiểm tra nguyên liệu: Tại khu vực trộn có hệ thống máy vi tính kiểm soát để đảm bảo tất cả các công thức thức ăn đúng theo thành phần dinh dưỡng của từng loại vật nuôi.
 Dưới đây là một số bước của quy trình sản xuất thức ăn hỗn hợp hoàn chỉnh. Ý nào không đúng?, Trắng xám
